 0.0063200,18.0000000, 2.3100000, 0.0000000, 0.5380000, 6.5750000,65.2000000, 4.0900000, 1.0000000,296.0000000,15.3000000,396.9000000, 4.9800000
 0.0273100, 0.0000000, 7.0700000, 0.0000000, 0.4690000, 6.4210000,78.9000000, 4.9671000, 2.0000000,242.0000000,17.8000000,396.9000000, 9.1400000
 0.0272900, 0.0000000, 7.0700000, 0.0000000, 0.4690000, 7.1850000,61.1000000, 4.9671000, 2.0000000,242.0000000,17.8000000,392.8300000, 4.0300000
 0.0323700, 0.0000000, 2.1800000, 0.0000000, 0.4580000, 6.9980000,45.8000000, 6.0622000, 3.0000000,222.0000000,18.7000000,394.6300000, 2.9400000
 0.0690500, 0.0000000, 2.1800000, 0.0000000, 0.4580000, 7.1470000,54.2000000, 6.0622000, 3.0000000,222.0000000,18.7000000,396.9000000, 5.3300000
 0.0298500, 0.0000000, 2.1800000, 0.0000000, 0.4580000, 6.4300000,58.7000000, 6.0622000, 3.0000000,222.0000000,18.7000000,394.1200000, 5.2100000
 0.0882900,12.5000000, 7.8700000, 0.0000000, 0.5240000, 6.0120000,66.6000000, 5.5605000, 5.0000000,311.0000000,15.2000000,395.6000000,12.4300000
 0.1445500,12.5000000, 7.8700000, 0.0000000, 0.5240000, 6.1720000,96.1000000, 5.9505000, 5.0000000,311.0000000,15.2000000,396.9000000,19.1500000
 0.2112400,12.5000000, 7.8700000, 0.0000000, 0.5240000, 5.6310000,100.0000000, 6.0821000, 5.0000000,311.0000000,15.2000000,386.6300000,29.9300000
 0.1700400,12.5000000, 7.8700000, 0.0000000, 0.5240000, 6.0040000,85.9000000, 6.5921000, 5.0000000,311.0000000,15.2000000,386.7100000,17.1000000
 0.2248900,12.5000000, 7.8700000, 0.0000000, 0.5240000, 6.3770000,94.3000000, 6.3467000, 5.0000000,311.0000000,15.2000000,392.5200000,20.4500000
 0.1174700,12.5000000, 7.8700000, 0.0000000, 0.5240000, 6.0090000,82.9000000, 6.2267000, 5.0000000,311.0000000,15.2000000,396.9000000,13.2700000
 0.0937800,12.5000000, 7.8700000, 0.0000000, 0.5240000, 5.8890000,39.0000000, 5.4509000, 5.0000000,311.0000000,15.2000000,390.5000000,15.7100000
 0.6297600, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.9490000,61.8000000, 4.7075000, 4.0000000,307.0000000,21.0000000,396.9000000, 8.2600000
 0.6379600, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 6.0960000,84.5000000, 4.4619000, 4.0000000,307.0000000,21.0000000,380.0200000,10.2600000
 0.6273900, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.8340000,56.5000000, 4.4986000, 4.0000000,307.0000000,21.0000000,395.6200000, 8.4700000
 1.0539300, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.9350000,29.3000000, 4.4986000, 4.0000000,307.0000000,21.0000000,386.8500000, 6.5800000
 0.7842000, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.9900000,81.7000000, 4.2579000, 4.0000000,307.0000000,21.0000000,386.7500000,14.6700000
 0.8027100, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.4560000,36.6000000, 3.7965000, 4.0000000,307.0000000,21.0000000,288.9900000,11.6900000
 0.7258000, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.7270000,69.5000000, 3.7965000, 4.0000000,307.0000000,21.0000000,390.9500000,11.2800000
 1.2517900, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.5700000,98.1000000, 3.7979000, 4.0000000,307.0000000,21.0000000,376.5700000,21.0200000
 0.8520400, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.9650000,89.2000000, 4.0123000, 4.0000000,307.0000000,21.0000000,392.5300000,13.8300000
 1.2324700, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 6.1420000,91.7000000, 3.9769000, 4.0000000,307.0000000,21.0000000,396.9000000,18.7200000
 0.9884300, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.8130000,100.0000000, 4.0952000, 4.0000000,307.0000000,21.0000000,394.5400000,19.8800000
 0.7502600, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.9240000,94.1000000, 4.3996000, 4.0000000,307.0000000,21.0000000,394.3300000,16.3000000
 0.8405400, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.5990000,85.7000000, 4.4546000, 4.0000000,307.0000000,21.0000000,303.4200000,16.5100000
 0.6719100, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 5.8130000,90.3000000, 4.6820000, 4.0000000,307.0000000,21.0000000,376.8800000,14.8100000
 0.9557700, 0.0000000, 8.1400000, 0.0000000, 0.5380000, 6.0470000,88.8000000, 4.4534000, 4.0000000,307.0000000,21.0000000,306.3800000,17.2800000
